,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
471,454,"<a href=""/en/players/dd745366/Andrey-Santos""Andrey Santos","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",MF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",19-304,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.64,0.64,0.64,"<a href=""/en/players/dd745366/matchlogs/2023-2024/summary/Andrey-Santos-Match-Logs""Matches"
472,455,"<a href=""/en/players/9744ff80/Pablo-Sarabia""Pablo Sarabia","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","MF,FW","<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",31-296,1992,19,13,"1,093",12.1,3,6,9,2,1,1,1,0,3.3,2.6,5.2,7.7,28,71,87,0.25,0.49,0.74,0.16,0.66,0.28,0.43,0.70,0.21,0.64,"<a href=""/en/players/9744ff80/matchlogs/2023-2024/summary/Pablo-Sarabia-Match-Logs""Matches"
473,456,"<a href=""/en/players/52afb588/Kevin-Schade""Kevin Schade","<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de","FW,MF","<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",22-096,2001,5,3,257,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,3,9,18,0.35,0.00,0.35,0.35,0.35,0.25,0.15,0.40,0.25,0.40,"<a href=""/en/players/52afb588/matchlogs/2023-2024/summary/Kevin-Schade-Match-Logs""Matches"
474,457,"<a href=""/en/players/c8aa95da/Fabian-Schar""Fabian Schär","<a href=""/en/country/SUI/Switzerland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ch"" style=""""ch",DF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",32-073,1991,26,26,"2,263",25.1,3,0,3,3,0,0,4,0,2.3,2.3,0.5,2.8,18,95,17,0.12,0.00,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11,"<a href=""/en/players/c8aa95da/matchlogs/2023-2024/summary/Fabian-Schar-Match-Logs""Matches"
475,458,"<a href=""/en/players/3312f911/Jeffrey-Schlupp""Jeffrey Schlupp","<a href=""/en/country/GHA/Ghana-Football""<span style=""white-space: nowrap""<span class=""f-i f-gh"" style=""""gh","FW,MF","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",31-070,1992,20,17,"1,223",13.6,1,1,2,1,0,0,0,0,1.7,1.7,1.7,3.5,18,28,37,0.07,0.07,0.15,0.07,0.15,0.13,0.13,0.25,0.13,0.25,"<a href=""/en/players/3312f911/matchlogs/2023-2024/summary/Jeffrey-Schlupp-Match-Logs""Matches"
476,459,"<a href=""/en/players/104d0bb8/Alex-Scott""Alex Scott","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",20-194,2003,12,6,585,6.5,1,1,2,1,0,0,2,0,0.4,0.4,0.5,0.8,10,29,15,0.15,0.15,0.31,0.15,0.31,0.06,0.07,0.13,0.06,0.13,"<a href=""/en/players/104d0bb8/matchlogs/2023-2024/summary/Alex-Scott-Match-Logs""Matches"
477,460,"<a href=""/en/players/834b5c4c/Matz-Sels""Matz Sels","<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",GK,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",32-005,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/834b5c4c/matchlogs/2023-2024/summary/Matz-Sels-Match-Logs""Matches"
478,461,"<a href=""/en/players/d04b94db/Nelson-Semedo""Nélson Semedo","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt","DF,MF","<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",30-107,1993,25,25,"2,167",24.1,0,1,1,0,0,0,6,0,0.8,0.8,1.0,1.8,73,102,104,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.08,0.03,0.08,"<a href=""/en/players/d04b94db/matchlogs/2023-2024/summary/Nelson-Semedo-Match-Logs""Matches"
479,462,"<a href=""/en/players/efd2ec23/Antoine-Semenyo""Antoine Semenyo","<a href=""/en/country/GHA/Ghana-Football""<span style=""white-space: nowrap""<span class=""f-i f-gh"" style=""""gh",FW,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",24-055,2000,21,15,"1,154",12.8,4,1,5,4,0,0,3,0,2.5,2.5,2.1,4.5,44,30,101,0.31,0.08,0.39,0.31,0.39,0.19,0.16,0.35,0.19,0.35,"<a href=""/en/players/efd2ec23/matchlogs/2023-2024/summary/Antoine-Semenyo-Match-Logs""Matches"
480,463,"<a href=""/en/players/35141f4c/Marcos-Senesi""Marcos Senesi","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",DF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",26-297,1997,22,18,"1,647",18.3,3,2,5,3,0,0,8,0,1.0,1.0,0.8,1.8,21,86,3,0.16,0.11,0.27,0.16,0.27,0.05,0.04,0.10,0.05,0.10,"<a href=""/en/players/35141f4c/matchlogs/2023-2024/summary/Marcos-Senesi-Match-Logs""Matches"
481,464,"<a href=""/en/players/9c94165b/Luke-Shaw""Luke Shaw","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",28-234,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0.0,0.0,1.0,1.0,10,45,30,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.00,0.10,"<a href=""/en/players/9c94165b/matchlogs/2023-2024/summary/Luke-Shaw-Match-Logs""Matches"
482,465,"<a href=""/en/players/3eb22ec9/Bernardo-Silva""Bernardo Silva","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt","MF,FW","<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",29-205,1994,22,19,"1,717",19.1,6,4,10,6,0,0,6,0,2.8,2.8,4.9,7.7,103,125,168,0.31,0.21,0.52,0.31,0.52,0.15,0.26,0.40,0.15,0.40,"<a href=""/en/players/3eb22ec9/matchlogs/2023-2024/summary/Bernardo-Silva-Match-Logs""Matches"
483,466,"<a href=""/en/players/e7aa9d7c/Fabio-Silva""Fábio Silva","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",FW,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",21-227,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,10,13,0.00,0.00,0.00,0.00,0.00,0.35,0.07,0.42,0.35,0.42,"<a href=""/en/players/e7aa9d7c/matchlogs/2023-2024/summary/Fabio-Silva-Match-Logs""Matches"
484,467,"<a href=""/en/players/86e7deaf/Thiago-Silva""Thiago Silva","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",DF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",39-162,1984,23,22,"1,983",22.0,2,0,2,2,0,0,3,0,0.4,0.4,0.6,1.0,2,80,2,0.09,0.00,0.09,0.09,0.09,0.02,0.03,0.05,0.02,0.05,"<a href=""/en/players/86e7deaf/matchlogs/2023-2024/summary/Thiago-Silva-Match-Logs""Matches"
485,468,"<a href=""/en/players/8e16dd48/Luis-Sinisterra""Luis Sinisterra","<a href=""/en/country/COL/Colombia-Football""<span style=""white-space: nowrap""<span class=""f-i f-co"" style=""""co","FW,MF","<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",24-259,1999,17,5,587,6.5,2,2,4,2,0,0,0,0,2.0,2.0,2.1,4.1,36,31,56,0.31,0.31,0.61,0.31,0.61,0.30,0.32,0.63,0.30,0.63,"<a href=""/en/players/8e16dd48/matchlogs/2023-2024/summary/Luis-Sinisterra-Match-Logs""Matches"
486,469,"<a href=""/en/players/6250083a/Oliver-Skipp""Oliver Skipp","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",23-168,2000,17,4,582,6.5,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,6,32,22,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,"<a href=""/en/players/6250083a/matchlogs/2023-2024/summary/Oliver-Skipp-Match-Logs""Matches"
487,470,"<a href=""/en/players/20b104bc/Adam-Smith""Adam Smith","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",32-308,1991,16,13,"1,187",13.2,0,2,2,0,0,0,1,0,0.0,0.0,0.6,0.6,13,54,13,0.00,0.15,0.15,0.00,0.15,0.00,0.05,0.05,0.00,0.05,"<a href=""/en/players/20b104bc/matchlogs/2023-2024/summary/Adam-Smith-Match-Logs""Matches"
488,471,"<a href=""/en/players/17695062/Emile-Smith-Rowe""Emile Smith Rowe","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",23-218,2000,10,2,235,2.6,0,1,1,0,0,0,0,0,1.5,1.5,0.2,1.7,8,16,11,0.00,0.38,0.38,0.00,0.38,0.57,0.07,0.64,0.57,0.64,"<a href=""/en/players/17695062/matchlogs/2023-2024/summary/Emile-Smith-Rowe-Match-Logs""Matches"
489,472,"<a href=""/en/players/839c14e1/Cedric-Soares""Cédric Soares","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",DF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",32-184,1991,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/839c14e1/matchlogs/2023-2024/summary/Cedric-Soares-Match-Logs""Matches"
490,473,"<a href=""/en/players/e77dc3b2/Dominic-Solanke""Dominic Solanke","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",26-170,1997,25,25,"2,227",24.7,14,3,17,13,1,1,2,0,14.6,13.8,1.9,15.7,30,42,116,0.57,0.12,0.69,0.53,0.65,0.59,0.08,0.67,0.56,0.64,"<a href=""/en/players/e77dc3b2/matchlogs/2023-2024/summary/Dominic-Solanke-Match-Logs""Matches"
491,474,"<a href=""/en/players/886f9aac/Manor-Solomon""Manor Solomon","<a href=""/en/country/ISR/Israel-Football""<span style=""white-space: nowrap""<span class=""f-i f-il"" style=""""il",FW,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",24-222,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0.00,0.90,0.90,0.00,0.90,0.19,0.38,0.56,0.19,0.56,"<a href=""/en/players/886f9aac/matchlogs/2023-2024/summary/Manor-Solomon-Match-Logs""Matches"
492,475,"<a href=""/en/players/6613c819/Tomas-Soucek""Tomáš Souček","<a href=""/en/country/CZE/Czech-Republic-Football""<span style=""white-space: nowrap""<span class=""f-i f-cz"" style=""""cz",MF,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",29-004,1995,25,23,"1,965",21.8,5,1,6,5,0,0,3,0,5.4,5.4,0.7,6.1,6,59,28,0.23,0.05,0.27,0.23,0.27,0.25,0.03,0.28,0.25,0.28,"<a href=""/en/players/6613c819/matchlogs/2023-2024/summary/Tomas-Soucek-Match-Logs""Matches"
493,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
494,476,"<a href=""/en/players/6a8a7af8/Vinicius-Souza""Vinicius Souza","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",MF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",24-259,1999,25,24,"2,032",22.6,1,0,1,1,0,0,2,0,0.4,0.4,0.2,0.6,6,52,15,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,"<a href=""/en/players/6a8a7af8/matchlogs/2023-2024/summary/Vinicius-Souza-Match-Logs""Matches"
495,477,"<a href=""/en/players/28300a16/Jason-Steele""Jason Steele","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",33-197,1990,14,14,"1,260",14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/28300a16/matchlogs/2023-2024/summary/Jason-Steele-Match-Logs""Matches"
496,478,"<a href=""/en/players/b400bde0/Raheem-Sterling""Raheem Sterling","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",29-085,1994,23,20,"1,731",19.2,6,3,9,6,0,0,5,0,5.3,5.3,3.7,9.0,105,67,215,0.31,0.16,0.47,0.31,0.47,0.27,0.19,0.47,0.27,0.47,"<a href=""/en/players/b400bde0/matchlogs/2023-2024/summary/Raheem-Sterling-Match-Logs""Matches"
497,479,"<a href=""/en/players/5eecec3d/John-Stones""John Stones","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","DF,MF","<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",29-279,1994,12,9,772,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,14,38,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,"<a href=""/en/players/5eecec3d/matchlogs/2023-2024/summary/John-Stones-Match-Logs""Matches"
498,480,"<a href=""/en/players/339fe0e8/Thomas-Strakosha""Thomas Strakosha","<a href=""/en/country/ALB/Albania-Football""<span style=""white-space: nowrap""<span class=""f-i f-al"" style=""""al",GK,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",28-349,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/339fe0e8/matchlogs/2023-2024/summary/Thomas-Strakosha-Match-Logs""Matches"
499,481,"<a href=""/en/players/934e1968/Dominik-Szoboszlai""Dominik Szoboszlai","<a href=""/en/country/HUN/Hungary-Football""<span style=""white-space: nowrap""<span class=""f-i f-hu"" style=""""hu",MF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",23-129,2000,21,20,"1,657",18.4,3,2,5,3,0,0,1,0,2.1,2.1,4.2,6.3,59,120,114,0.16,0.11,0.27,0.16,0.27,0.11,0.23,0.34,0.11,0.34,"<a href=""/en/players/934e1968/matchlogs/2023-2024/summary/Dominik-Szoboszlai-Match-Logs""Matches"
500,482,"<a href=""/en/players/e514ab62/Matt-Targett""Matt Targett","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",28-166,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,"<a href=""/en/players/e514ab62/matchlogs/2023-2024/summary/Matt-Targett-Match-Logs""Matches"
501,483,"<a href=""/en/players/15ea812b/James-Tarkowski""James Tarkowski","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",31-104,1992,26,26,"2,339",26.0,1,1,2,1,0,0,5,0,1.9,1.9,1.8,3.7,6,88,16,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.14,0.07,0.14,"<a href=""/en/players/15ea812b/matchlogs/2023-2024/summary/James-Tarkowski-Match-Logs""Matches"
502,484,"<a href=""/en/players/a65c844b/Nuno-Tavares""Nuno Tavares","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",24-036,2000,7,5,455,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,14,24,12,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,"<a href=""/en/players/a65c844b/matchlogs/2023-2024/summary/Nuno-Tavares-Match-Logs""Matches"
503,485,"<a href=""/en/players/5c0da4a4/Marcus-Tavernier""Marcus Tavernier","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",24-346,1999,22,19,"1,619",18.0,2,4,6,2,0,0,1,0,3.4,3.4,4.7,8.0,60,59,126,0.11,0.22,0.33,0.11,0.33,0.19,0.26,0.45,0.19,0.45,"<a href=""/en/players/5c0da4a4/matchlogs/2023-2024/summary/Marcus-Tavernier-Match-Logs""Matches"
504,486,"<a href=""/en/players/cc2d7ad5/Charlie-Taylor""Charlie Taylor","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",30-166,1993,18,17,"1,543",17.1,1,1,2,1,0,0,6,0,0.1,0.1,0.5,0.6,17,55,30,0.06,0.06,0.12,0.06,0.12,0.01,0.03,0.03,0.01,0.03,"<a href=""/en/players/cc2d7ad5/matchlogs/2023-2024/summary/Charlie-Taylor-Match-Logs""Matches"
505,487,"<a href=""/en/players/77d7c96f/Kenny-Tete""Kenny Tete","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",DF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",28-145,1995,10,8,672,7.5,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.9,15,35,33,0.13,0.00,0.13,0.13,0.13,0.10,0.01,0.12,0.10,0.12,"<a href=""/en/players/77d7c96f/matchlogs/2023-2024/summary/Kenny-Tete-Match-Logs""Matches"
506,488,"<a href=""/en/players/fc027d02/Luke-Thomas""Luke Thomas","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",22-266,2001,12,11,917,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,33,22,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06,"<a href=""/en/players/fc027d02/matchlogs/2023-2024/summary/Luke-Thomas-Match-Logs""Matches"
507,489,"<a href=""/en/players/56f7a928/Youri-Tielemans""Youri Tielemans","<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be","MF,FW","<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",26-300,1997,22,8,920,10.2,1,4,5,1,0,0,1,0,1.0,1.0,1.7,2.7,15,82,42,0.10,0.39,0.49,0.10,0.49,0.10,0.17,0.27,0.10,0.27,"<a href=""/en/players/56f7a928/matchlogs/2023-2024/summary/Youri-Tielemans-Match-Logs""Matches"
508,490,"<a href=""/en/players/41034650/Jurrien-Timber""Jurriën Timber","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",DF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",22-259,2001,1,1,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/41034650/matchlogs/2023-2024/summary/Jurrien-Timber-Match-Logs""Matches"
509,491,"<a href=""/en/players/a105d46a/Harry-Toffolo""Harry Toffolo","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",28-196,1995,15,11,"1,057",11.7,1,3,4,1,0,0,2,0,1.6,1.6,1.3,3.0,3,27,27,0.09,0.26,0.34,0.09,0.34,0.14,0.11,0.25,0.14,0.25,"<a href=""/en/players/a105d46a/matchlogs/2023-2024/summary/Harry-Toffolo-Match-Logs""Matches"
510,492,"<a href=""/en/players/b3af9be1/Takehiro-Tomiyasu""Takehiro Tomiyasu","<a href=""/en/country/JPN/Japan-Football""<span style=""white-space: nowrap""<span class=""f-i f-jp"" style=""""jp",DF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",25-118,1998,13,5,634,7.0,1,1,2,1,0,0,2,1,0.5,0.5,0.2,0.7,11,58,24,0.14,0.14,0.28,0.14,0.28,0.07,0.03,0.11,0.07,0.11,"<a href=""/en/players/b3af9be1/matchlogs/2023-2024/summary/Takehiro-Tomiyasu-Match-Logs""Matches"
511,493,"<a href=""/en/players/e7ca0439/James-Tomkins""James Tomkins","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",34-339,1989,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/e7ca0439/matchlogs/2023-2024/summary/James-Tomkins-Match-Logs""Matches"
512,494,"<a href=""/en/players/0db169ae/Sandro-Tonali""Sandro Tonali","<a href=""/en/country/ITA/Italy-Football""<span style=""white-space: nowrap""<span class=""f-i f-it"" style=""""it",MF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",23-299,2000,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21,0.21,0.00,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,"<a href=""/en/players/0db169ae/matchlogs/2023-2024/summary/Sandro-Tonali-Match-Logs""Matches"
513,495,"<a href=""/en/players/e09f279b/Ivan-Toney""Ivan Toney","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",27-352,1996,7,7,630,7.0,4,0,4,4,0,0,2,0,3.0,3.0,0.3,3.3,11,19,45,0.57,0.00,0.57,0.57,0.57,0.42,0.04,0.47,0.42,0.47,"<a href=""/en/players/e09f279b/matchlogs/2023-2024/summary/Ivan-Toney-Match-Logs""Matches"
514,496,"<a href=""/en/players/532e1e4f/Pau-Torres""Pau Torres","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",DF,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",27-046,1997,20,18,"1,654",18.4,2,0,2,2,0,0,1,0,0.9,0.9,0.4,1.3,32,102,15,0.11,0.00,0.11,0.11,0.11,0.05,0.02,0.07,0.05,0.07,"<a href=""/en/players/532e1e4f/matchlogs/2023-2024/summary/Pau-Torres-Match-Logs""Matches"
515,497,"<a href=""/en/players/b28bbd58/Andros-Townsend""Andros Townsend","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",32-230,1991,16,9,785,8.7,1,2,3,1,0,0,1,0,1.0,1.0,1.0,2.0,32,23,44,0.11,0.23,0.34,0.11,0.34,0.12,0.11,0.23,0.12,0.23,"<a href=""/en/players/b28bbd58/matchlogs/2023-2024/summary/Andros-Townsend-Match-Logs""Matches"
516,498,"<a href=""/en/players/259fea27/James-Trafford""James Trafford","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",21-144,2002,26,26,"2,340",26.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/259fea27/matchlogs/2023-2024/summary/James-Trafford-Match-Logs""Matches"
517,499,"<a href=""/en/players/9a28eba4/Adama-Traore""Adama Traoré","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","FW,MF","<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",28-037,1996,7,0,80,0.9,0,1,1,0,0,0,1,0,0.7,0.7,0.1,0.8,4,5,7,0.00,1.13,1.13,0.00,1.13,0.77,0.17,0.94,0.77,0.94,"<a href=""/en/players/9a28eba4/matchlogs/2023-2024/summary/Adama-Traore-Match-Logs""Matches"
518,500,"<a href=""/en/players/c47541e0/Bertrand-Traore""Bertrand Traoré","<a href=""/en/country/BFA/Burkina-Faso-Football""<span style=""white-space: nowrap""<span class=""f-i f-bf"" style=""""bf","DF,FW","<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",28-178,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/c47541e0/matchlogs/2023-2024/summary/Bertrand-Traore-Match-Logs""Matches"
