,0
"<a href=""/en/players/0ed063d6/matchlogs/2023-2024/summary/Yasser-Larouci-Match-Logs""Matches",matches
284,ranker
"<a href=""/en/players/450ab6fc/Jamaal-Lascelles""Jamaal Lascelles",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
30-111,age
1993,birth_year
15,games
12,games_starts
"1,064",minutes
11.8,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
0.1,xg_assist
0.8,npxg_xg_assist
8,progressive_carries
31,progressive_passes
3,progressive_passes_received
0.08,goals_per90
0.00,assists_per90
0.08,goals_assists_per90
0.08,goals_pens_per90
0.08,goals_assists_pens_per90
0.06,xg_per90
0.01,xg_assist_per90
0.07,xg_xg_assist_per90
0.06,npxg_per90
0.07,npxg_xg_assist_per90
"<a href=""/en/players/450ab6fc/matchlogs/2023-2024/summary/Jamaal-Lascelles-Match-Logs""Matches",matches
285,ranker
"<a href=""/en/players/ecad9aa5/Romeo-Lavia""Roméo Lavia",player
"<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",nationality
MF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
20-055,age
2004,birth_year
1,games
0,games_starts
33,minutes
0.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/ecad9aa5/matchlogs/2023-2024/summary/Romeo-Lavia-Match-Logs""Matches",matches
286,ranker
"<a href=""/en/players/2b471f99/Mario-Lemina""Mario Lemina",player
"<a href=""/en/country/GAB/Gabon-Football""<span style=""white-space: nowrap""<span class=""f-i f-ga"" style=""""ga",nationality
MF,position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
30-182,age
1993,birth_year
23,games
23,games_starts
"2,009",minutes
22.3,minutes_90s
4,goals
0,assists
4,goals_assists
4,goals_pens
0,pens_made
0,pens_att
10,cards_yellow
1,cards_red
3.8,xg
3.8,npxg
0.5,xg_assist
4.4,npxg_xg_assist
20,progressive_carries
53,progressive_passes
26,progressive_passes_received
0.18,goals_per90
0.00,assists_per90
0.18,goals_assists_per90
0.18,goals_pens_per90
0.18,goals_assists_pens_per90
0.17,xg_per90
0.02,xg_assist_per90
0.19,xg_xg_assist_per90
0.17,npxg_per90
0.19,npxg_xg_assist_per90
"<a href=""/en/players/2b471f99/matchlogs/2023-2024/summary/Mario-Lemina-Match-Logs""Matches",matches
287,ranker
"<a href=""/en/players/4f28a6ff/Clement-Lenglet""Clément Lenglet",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
DF,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
28-258,age
1995,birth_year
9,games
9,games_starts
781,minutes
8.7,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.7,xg
0.7,npxg
0.8,xg_assist
1.4,npxg_xg_assist
26,progressive_carries
46,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.12,assists_per90
0.12,goals_assists_per90
0.00,goals_pens_per90
0.12,goals_assists_pens_per90
0.08,xg_per90
0.09,xg_assist_per90
0.17,xg_xg_assist_per90
0.08,npxg_per90
0.17,npxg_xg_assist_per90
"<a href=""/en/players/4f28a6ff/matchlogs/2023-2024/summary/Clement-Lenglet-Match-Logs""Matches",matches
288,ranker
"<a href=""/en/players/2628fd2b/Bernd-Leno""Bernd Leno",player
"<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",nationality
GK,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
31-363,age
1992,birth_year
26,games
26,games_starts
"2,340",minutes
26.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/2628fd2b/matchlogs/2023-2024/summary/Bernd-Leno-Match-Logs""Matches",matches
289,ranker
"<a href=""/en/players/9b5ce51a/Jefferson-Lerma""Jefferson Lerma",player
"<a href=""/en/country/COL/Colombia-Football""<span style=""white-space: nowrap""<span class=""f-i f-co"" style=""""co",nationality
MF,position
"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",team
29-128,age
1994,birth_year
21,games
21,games_starts
"1,845",minutes
20.5,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
6,cards_yellow
0,cards_red
2.6,xg
2.6,npxg
1.7,xg_assist
4.2,npxg_xg_assist
12,progressive_carries
80,progressive_passes
47,progressive_passes_received
0.05,goals_per90
0.05,assists_per90
0.10,goals_assists_per90
0.05,goals_pens_per90
0.10,goals_assists_pens_per90
0.12,xg_per90
0.08,xg_assist_per90
0.21,xg_xg_assist_per90
0.12,npxg_per90
0.21,npxg_xg_assist_per90
"<a href=""/en/players/9b5ce51a/matchlogs/2023-2024/summary/Jefferson-Lerma-Match-Logs""Matches",matches
290,ranker
"<a href=""/en/players/b57e066e/Rico-Lewis""Rico Lewis",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"MF,DF",position
"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",team
19-101,age
2004,birth_year
10,games
5,games_starts
454,minutes
5.0,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.5,xg_assist
0.8,npxg_xg_assist
6,progressive_carries
12,progressive_passes
17,progressive_passes_received
0.20,goals_per90
0.00,assists_per90
0.20,goals_assists_per90
0.20,goals_pens_per90
0.20,goals_assists_pens_per90
0.06,xg_per90
0.09,xg_assist_per90
0.15,xg_xg_assist_per90
0.06,npxg_per90
0.15,npxg_xg_assist_per90
"<a href=""/en/players/b57e066e/matchlogs/2023-2024/summary/Rico-Lewis-Match-Logs""Matches",matches
291,ranker
"<a href=""/en/players/41f08ac8/Keane-Lewis-Potter""Keane Lewis-Potter",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"FW,DF",position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
23-008,age
2001,birth_year
20,games
9,games_starts
914,minutes
10.2,minutes_90s
2,goals
1,assists
3,goals_assists
2,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
3.2,xg
3.2,npxg
1.0,xg_assist
4.1,npxg_xg_assist
34,progressive_carries
23,progressive_passes
96,progressive_passes_received
0.20,goals_per90
0.10,assists_per90
0.30,goals_assists_per90
0.20,goals_pens_per90
0.30,goals_assists_pens_per90
0.31,xg_per90
0.10,xg_assist_per90
0.41,xg_xg_assist_per90
0.31,npxg_per90
0.41,npxg_xg_assist_per90
"<a href=""/en/players/41f08ac8/matchlogs/2023-2024/summary/Keane-Lewis-Potter-Match-Logs""Matches",matches
292,ranker
"<a href=""/en/players/f5deef4c/Victor-Lindelof""Victor Lindelöf",player
"<a href=""/en/country/SWE/Sweden-Football""<span style=""white-space: nowrap""<span class=""f-i f-se"" style=""""se",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
29-228,age
1994,birth_year
16,games
11,games_starts
"1,080",minutes
12.0,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.3,xg_assist
0.7,npxg_xg_assist
16,progressive_carries
32,progressive_passes
17,progressive_passes_received
0.08,goals_per90
0.08,assists_per90
0.17,goals_assists_per90
0.08,goals_pens_per90
0.17,goals_assists_pens_per90
0.03,xg_per90
0.03,xg_assist_per90
0.06,xg_xg_assist_per90
0.03,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/f5deef4c/matchlogs/2023-2024/summary/Victor-Lindelof-Match-Logs""Matches",matches
293,ranker
"<a href=""/en/players/afed6722/Valentino-Livramento""Valentino Livramento",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
21-110,age
2002,birth_year
19,games
7,games_starts
846,minutes
9.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.4,xg_assist
0.5,npxg_xg_assist
26,progressive_carries
29,progressive_passes
44,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.05,xg_assist_per90
0.05,xg_xg_assist_per90
0.00,npxg_per90
0.05,npxg_xg_assist_per90
"<a href=""/en/players/afed6722/matchlogs/2023-2024/summary/Valentino-Livramento-Match-Logs""Matches",matches
294,ranker
"<a href=""/en/players/d7553721/Giovani-Lo-Celso""Giovani Lo Celso",player
"<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",nationality
MF,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
27-327,age
1996,birth_year
11,games
4,games_starts
419,minutes
4.7,minutes_90s
2,goals
2,assists
4,goals_assists
2,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.9,xg_assist
1.3,npxg_xg_assist
21,progressive_carries
50,progressive_passes
22,progressive_passes_received
0.43,goals_per90
0.43,assists_per90
0.86,goals_assists_per90
0.43,goals_pens_per90
0.86,goals_assists_pens_per90
0.09,xg_per90
0.19,xg_assist_per90
0.28,xg_xg_assist_per90
0.09,npxg_per90
0.28,npxg_xg_assist_per90
"<a href=""/en/players/d7553721/matchlogs/2023-2024/summary/Giovani-Lo-Celso-Match-Logs""Matches",matches
295,ranker
"<a href=""/en/players/37118440/Tom-Lockyer""Tom Lockyer",player
"<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",nationality
DF,position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
29-089,age
1994,birth_year
14,games
14,games_starts
"1,169",minutes
13.0,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
1.1,xg
1.1,npxg
0.6,xg_assist
1.7,npxg_xg_assist
6,progressive_carries
37,progressive_passes
2,progressive_passes_received
0.08,goals_per90
0.08,assists_per90
0.15,goals_assists_per90
0.08,goals_pens_per90
0.15,goals_assists_pens_per90
0.08,xg_per90
0.05,xg_assist_per90
0.13,xg_xg_assist_per90
0.08,npxg_per90
0.13,npxg_xg_assist_per90
"<a href=""/en/players/37118440/matchlogs/2023-2024/summary/Tom-Lockyer-Match-Logs""Matches",matches
296,ranker
"<a href=""/en/players/a2b105e0/Sean-Longstaff""Sean Longstaff",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
26-123,age
1997,birth_year
23,games
18,games_starts
"1,719",minutes
19.1,minutes_90s
4,goals
2,assists
6,goals_assists
4,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
3.6,xg
3.6,npxg
1.7,xg_assist
5.2,npxg_xg_assist
14,progressive_carries
92,progressive_passes
70,progressive_passes_received
0.21,goals_per90
0.10,assists_per90
0.31,goals_assists_per90
0.21,goals_pens_per90
0.31,goals_assists_pens_per90
0.19,xg_per90
0.09,xg_assist_per90
0.27,xg_xg_assist_per90
0.19,npxg_per90
0.27,npxg_xg_assist_per90
"<a href=""/en/players/a2b105e0/matchlogs/2023-2024/summary/Sean-Longstaff-Match-Logs""Matches",matches
297,ranker
"<a href=""/en/players/7af88b33/Max-Lowe""Max Lowe",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"DF,MF",position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
26-295,age
1997,birth_year
8,games
3,games_starts
399,minutes
4.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.6,xg
0.6,npxg
0.7,xg_assist
1.3,npxg_xg_assist
4,progressive_carries
9,progressive_passes
7,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.13,xg_per90
0.16,xg_assist_per90
0.29,xg_xg_assist_per90
0.13,npxg_per90
0.29,npxg_xg_assist_per90
"<a href=""/en/players/7af88b33/matchlogs/2023-2024/summary/Max-Lowe-Match-Logs""Matches",matches
298,ranker
"<a href=""/en/players/6f7d826d/Douglas-Luiz""Douglas Luiz",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
MF,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
25-297,age
1998,birth_year
25,games
25,games_starts
"2,148",minutes
23.9,minutes_90s
9,goals
4,assists
13,goals_assists
5,goals_pens
4,pens_made
4,pens_att
6,cards_yellow
0,cards_red
6.5,xg
3.3,npxg
3.7,xg_assist
7.0,npxg_xg_assist
48,progressive_carries
139,progressive_passes
42,progressive_passes_received
0.38,goals_per90
0.17,assists_per90
0.54,goals_assists_per90
0.21,goals_pens_per90
0.38,goals_assists_pens_per90
0.27,xg_per90
0.15,xg_assist_per90
0.43,xg_xg_assist_per90
0.14,npxg_per90
0.29,npxg_xg_assist_per90
"<a href=""/en/players/6f7d826d/matchlogs/2023-2024/summary/Douglas-Luiz-Match-Logs""Matches",matches
299,ranker
"<a href=""/en/players/c6e8cf1f/Sasa-Lukic""Saša Lukić",player
"<a href=""/en/country/SRB/Serbia-Football""<span style=""white-space: nowrap""<span class=""f-i f-rs"" style=""""rs",nationality
MF,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
27-201,age
1996,birth_year
14,games
5,games_starts
488,minutes
5.4,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.8,xg
0.8,npxg
0.2,xg_assist
1.0,npxg_xg_assist
4,progressive_carries
21,progressive_passes
10,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.14,xg_per90
0.04,xg_assist_per90
0.19,xg_xg_assist_per90
0.14,npxg_per90
0.19,npxg_xg_assist_per90
"<a href=""/en/players/c6e8cf1f/matchlogs/2023-2024/summary/Sasa-Lukic-Match-Logs""Matches",matches
300,ranker
"<a href=""/en/players/cab9634e/Ian-Maatsen""Ian Maatsen",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
"FW,MF",position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
21-357,age
2002,birth_year
12,games
1,games_starts
209,minutes
2.3,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.8,xg
0.8,npxg
0.1,xg_assist
0.9,npxg_xg_assist
9,progressive_carries
8,progressive_passes
15,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.35,xg_per90
0.04,xg_assist_per90
0.39,xg_xg_assist_per90
0.35,npxg_per90
0.39,npxg_xg_assist_per90
"<a href=""/en/players/cab9634e/matchlogs/2023-2024/summary/Ian-Maatsen-Match-Logs""Matches",matches
Rk,ranker
Player,player
Nation,nationality
Pos,position
Squad,team
Age,age
Born,birth_year
MP,games
Starts,games_starts
Min,minutes
90s,minutes_90s
Gls,goals
Ast,assists
G+A,goals_assists
G-PK,goals_pens
PK,pens_made
PKatt,pens_att
CrdY,cards_yellow
CrdR,cards_red
xG,xg
npxG,npxg
xAG,xg_assist
npxG+xAG,npxg_xg_assist
PrgC,progressive_carries
PrgP,progressive_passes
PrgR,progressive_passes_received
Gls,goals_per90
Ast,assists_per90
G+A,goals_assists_per90
G-PK,goals_pens_per90
G+A-PK,goals_assists_pens_per90
xG,xg_per90
xAG,xg_assist_per90
xG+xAG,xg_xg_assist_per90
npxG,npxg_per90
npxG+xAG,npxg_xg_assist_per90
Matches,matches
301,ranker
"<a href=""/en/players/83d074ff/Alexis-Mac-Allister""Alexis Mac Allister",player
"<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",nationality
MF,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
25-068,age
1998,birth_year
21,games
20,games_starts
"1,629",minutes
18.1,minutes_90s
2,goals
3,assists
5,goals_assists
2,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
1,cards_red
0.8,xg
0.8,npxg
1.3,xg_assist
2.1,npxg_xg_assist
22,progressive_carries
111,progressive_passes
17,progressive_passes_received
0.11,goals_per90
0.17,assists_per90
0.28,goals_assists_per90
0.11,goals_pens_per90
0.28,goals_assists_pens_per90
0.04,xg_per90
0.07,xg_assist_per90
0.12,xg_xg_assist_per90
0.04,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/83d074ff/matchlogs/2023-2024/summary/Alexis-Mac-Allister-Match-Logs""Matches",matches
302,ranker
"<a href=""/en/players/ee38d9c5/James-Maddison""James Maddison",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",team
27-099,age
1996,birth_year
15,games
15,games_starts
"1,227",minutes
13.6,minutes_90s
3,goals
6,assists
9,goals_assists
3,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
3.4,xg
3.4,npxg
3.6,xg_assist
7.1,npxg_xg_assist
38,progressive_carries
130,progressive_passes
88,progressive_passes_received
0.22,goals_per90
0.44,assists_per90
0.66,goals_assists_per90
0.22,goals_pens_per90
0.66,goals_assists_pens_per90
0.25,xg_per90
0.27,xg_assist_per90
0.52,xg_xg_assist_per90
0.25,npxg_per90
0.52,npxg_xg_assist_per90
"<a href=""/en/players/ee38d9c5/matchlogs/2023-2024/summary/James-Maddison-Match-Logs""Matches",matches
303,ranker
"<a href=""/en/players/bf34eebd/Noni-Madueke""Noni Madueke",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
FW,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
21-357,age
2002,birth_year
12,games
4,games_starts
349,minutes
3.9,minutes_90s
2,goals
0,assists
2,goals_assists
1,goals_pens
1,pens_made
1,pens_att
1,cards_yellow
0,cards_red
1.2,xg
0.4,npxg
0.6,xg_assist
1.0,npxg_xg_assist
29,progressive_carries
16,progressive_passes
54,progressive_passes_received
0.52,goals_per90
0.00,assists_per90
0.52,goals_assists_per90
0.26,goals_pens_per90
0.26,goals_assists_pens_per90
0.30,xg_per90
0.15,xg_assist_per90
0.46,xg_xg_assist_per90
0.10,npxg_per90
0.25,npxg_xg_assist_per90
"<a href=""/en/players/bf34eebd/matchlogs/2023-2024/summary/Noni-Madueke-Match-Logs""Matches",matches
304,ranker
"<a href=""/en/players/d8931174/Harry-Maguire""Harry Maguire",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
30-362,age
1993,birth_year
16,games
13,games_starts
"1,158",minutes
12.9,minutes_90s
1,goals
2,assists
3,goals_assists
1,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
1.7,xg
1.7,npxg
1.2,xg_assist
3.0,npxg_xg_assist
12,progressive_carries
54,progressive_passes
1,progressive_passes_received
0.08,goals_per90
0.16,assists_per90
0.23,goals_assists_per90
